order_id,customer_id,product_id,quantity,unit_price,order_date,status
O00507,C0260,P04,3,59.99,2025-11-26,completed
O00508,C0207,P04,1,59.99,2025-08-24,completed
O00509,C0294,P08,1,39.99,2025-09-13,completed
O00510,C0162,P02,2,34.5,2025-12-01,completed
O00511,C0053,P07,2,149.0,2025-04-20,refunded
O00512,C0282,P01,1,129.99,2025-11-06,refunded
O00513,C0327,P05,3,45.0,2025-10-15,completed
O00514,C0336,P08,2,39.99,2025-07-06,completed
O00515,C0115,P08,2,39.99,2025-10-14,refunded
O00516,C0308,P08,3,39.99,2025-12-03,completed
O00517,C0367,P08,1,39.99,2025-09-12,cancelled
O00518,C0114,P01,2,129.99,2025-07-01,cancelled
O00519,C0150,P06,3,89.95,2025-05-31,completed
O00520,C0085,P08,1,39.99,2025-07-29,completed
O00521,C0131,P04,1,59.99,2025-03-06,completed
O00522,C0111,P08,1,39.99,2025-09-01,completed
O00523,C0388,P07,1,149.0,2025-11-21,cancelled
O00524,C0302,P02,2,34.5,2025-08-23,cancelled
O00525,C0302,P03,2,79.0,2025-02-09,refunded
O00526,C0377,P01,3,129.99,2025-08-10,refunded
O00527,C0248,P03,3,79.0,2025-10-24,completed
O00528,C0375,P03,1,79.0,2025-08-13,cancelled
O00529,C0308,P06,3,89.95,2025-07-16,completed
O00530,C0312,P04,2,59.99,2025-07-23,completed
O00531,C0151,P08,1,39.99,2025-10-25,completed
O00532,C0309,P05,3,45.0,2025-10-08,completed
O00533,C0365,P04,1,59.99,2025-04-18,refunded
O00534,C0366,P05,3,45.0,2025-08-14,cancelled
O00535,C0068,P03,3,79.0,2025-10-05,cancelled
O00536,C0327,P06,3,89.95,2025-03-12,completed
O00537,C0288,P08,3,39.99,2025-10-20,cancelled
O00538,C0364,P07,3,149.0,2025-10-01,completed
O00539,C0217,P01,3,129.99,2025-03-31,completed
O00540,C0196,P03,1,79.0,2025-12-10,completed
O00541,C0103,P05,1,45.0,2025-06-08,cancelled
O00542,C0129,P03,1,79.0,2025-06-01,completed
O00543,C0386,P01,2,129.99,2025-08-20,completed
O00544,C0316,P04,3,59.99,2025-11-28,refunded
O00545,C0200,P04,3,59.99,2025-06-02,cancelled
O00546,C0341,P01,2,129.99,2025-08-01,completed
O00547,C0351,P06,3,89.95,2025-03-15,completed
O00548,C0381,P05,1,45.0,2025-11-14,completed
O00549,C0116,P06,3,89.95,2025-10-07,cancelled
O00550,C0309,P04,3,59.99,2025-08-15,completed
O00551,C0230,P03,3,79.0,2025-10-24,completed
O00552,C0089,P02,2,34.5,2025-04-02,completed
O00553,C0143,P05,1,45.0,2025-03-24,refunded
O00554,C0131,P01,2,129.99,2025-08-27,cancelled
O00555,C0080,P01,1,129.99,2025-06-15,refunded
O00556,C0027,P05,2,45.0,2025-10-21,refunded
O00557,C0184,P02,3,34.5,2025-07-29,refunded
O00558,C0113,P03,3,79.0,2025-08-14,refunded
O00559,C0082,P07,3,149.0,2025-10-02,completed
O00560,C0048,P06,1,89.95,2025-06-23,cancelled
O00561,C0170,P06,2,89.95,2025-05-31,completed
O00562,C0386,P08,3,39.99,2025-11-29,completed
O00563,C0059,P06,2,89.95,2025-09-18,cancelled
O00564,C0315,P04,1,59.99,2025-12-16,completed
O00565,C0196,P02,2,34.5,2025-05-20,refunded
O00566,C0371,P05,1,45.0,2025-09-22,completed
O00567,C0264,P08,2,39.99,2025-10-27,completed
O00568,C0334,P04,2,59.99,2025-09-21,completed
O00569,C0050,P03,3,79.0,2025-10-01,completed
O00570,C0321,P02,1,34.5,2025-12-10,cancelled
O00571,C0397,P04,3,59.99,2025-08-06,completed
O00572,C0106,P07,3,149.0,2025-07-24,cancelled
O00573,C0352,P03,1,79.0,2025-08-24,cancelled
O00574,C0170,P01,1,129.99,2025-02-07,completed
O00575,C0092,P05,3,45.0,2025-02-06,refunded
O00576,C0117,P05,2,45.0,2025-10-05,completed
O00577,C0323,P07,2,149.0,2025-10-14,completed
O00578,C0200,P02,3,34.5,2025-06-02,cancelled
O00579,C0369,P02,3,34.5,2025-10-27,completed
O00580,C0359,P02,2,34.5,2025-09-15,completed
O00581,C0149,P05,3,45.0,2025-09-01,completed
O00582,C0392,P08,2,39.99,2025-07-22,cancelled
O00583,C0016,P08,1,39.99,2025-10-01,completed
O00584,C0070,P07,3,149.0,2025-06-01,cancelled
O00585,C0074,P05,3,45.0,2025-11-28,completed
O00586,C0006,P03,1,79.0,2025-08-05,completed
O00587,C0294,P07,3,149.0,2025-10-08,completed
O00588,C0157,P04,3,59.99,2025-06-26,completed
O00589,C0212,P03,1,79.0,2025-05-28,completed
O00590,C0316,P05,1,45.0,2025-02-28,completed
O00591,C0344,P01,3,129.99,2025-08-25,cancelled
O00592,C0282,P02,2,34.5,2025-12-10,completed
O00593,C0129,P02,1,34.5,2025-10-25,completed
O00594,C0170,P06,1,89.95,2025-12-10,cancelled
O00595,C0121,P02,2,34.5,2025-11-14,completed
O00596,C0100,P06,2,89.95,2025-08-19,completed
O00597,C0316,P05,3,45.0,2025-10-27,completed
O00598,C0290,P06,2,89.95,2025-08-08,completed
O00599,C0003,P06,1,89.95,2025-04-24,cancelled
O00600,C0379,P07,2,149.0,2025-07-04,completed
O00601,C0348,P06,2,89.95,2025-08-25,completed
O00602,C0184,P05,2,45.0,2025-10-10,completed
O00603,C0090,P02,2,34.5,2025-08-11,refunded
O00604,C0101,P05,3,45.0,2025-11-17,completed
O00605,C0373,P02,1,34.5,2025-09-17,cancelled
O00606,C0016,P07,3,149.0,2025-08-25,completed
O00607,C0283,P05,3,45.0,2025-10-04,completed
O00608,C0335,P03,2,79.0,2025-07-20,completed
O00609,C0396,P05,1,45.0,2025-08-26,refunded
O00610,C0262,P02,2,34.5,2025-08-16,refunded
O00611,C0006,P04,3,59.99,2025-08-05,refunded
O00612,C0072,P08,1,39.99,2025-04-18,refunded
O00613,C0290,P03,3,79.0,2025-09-05,completed
O00614,C0021,P04,2,59.99,2025-10-15,completed
O00615,C0136,P06,1,89.95,2025-05-05,cancelled
O00616,C0106,P06,2,89.95,2025-08-29,completed
O00617,C0024,P01,3,129.99,2025-06-15,completed
O00618,C0361,P05,3,45.0,2025-05-31,refunded
O00619,C0279,P03,2,79.0,2025-12-01,completed
O00620,C0188,P02,3,34.5,2025-09-21,completed
O00621,C0115,P07,2,149.0,2025-06-26,completed
O00622,C0247,P01,3,129.99,2025-05-01,completed
O00623,C0085,P04,1,59.99,2025-09-21,cancelled
O00624,C0144,P04,1,59.99,2025-10-19,completed
O00625,C0186,P02,3,34.5,2025-07-25,completed
O00626,C0170,P02,2,34.5,2025-12-12,completed
O00627,C0246,P04,3,59.99,2025-03-24,cancelled
O00628,C0211,P01,1,129.99,2025-09-07,completed
O00629,C0294,P03,1,79.0,2025-11-19,refunded
O00630,C0021,P03,1,79.0,2025-10-15,completed
O00631,C0093,P07,3,149.0,2025-10-16,cancelled
O00632,C0010,P05,1,45.0,2025-10-10,completed
O00633,C0311,P08,2,39.99,2025-03-29,completed
O00634,C0211,P03,3,79.0,2025-09-07,refunded
O00635,C0338,P05,1,45.0,2025-09-22,completed
O00636,C0306,P02,1,34.5,2025-07-13,completed
O00637,C0068,P02,1,34.5,2025-04-14,refunded
O00638,C0259,P07,1,149.0,2025-11-07,completed
O00639,C0091,P08,3,39.99,2025-11-04,completed
O00640,C0273,P02,1,34.5,2025-09-04,cancelled
O00641,C0067,P01,3,129.99,2025-11-29,completed
O00642,C0268,P07,2,149.0,2025-07-24,cancelled
O00643,C0272,P07,1,149.0,2025-10-12,completed
O00644,C0180,P02,2,34.5,2025-04-28,completed
O00645,C0245,P04,1,59.99,2025-05-26,refunded
O00646,C0279,P07,2,149.0,2025-05-17,completed
O00647,C0364,P01,3,129.99,2025-09-25,completed
O00648,C0267,P01,2,129.99,2025-12-02,completed
O00649,C0353,P06,2,89.95,2025-07-05,completed
O00650,C0080,P07,3,149.0,2025-10-27,completed
O00651,C0134,P07,3,149.0,2025-07-07,refunded
O00652,C0142,P07,1,149.0,2025-08-12,refunded
O00653,C0286,P08,1,39.99,2025-07-09,refunded
O00654,C0285,P08,2,39.99,2025-06-07,refunded
O00655,C0177,P07,3,149.0,2025-07-26,cancelled
O00656,C0061,P04,2,59.99,2025-05-07,completed
O00657,C0110,P07,2,149.0,2025-10-09,refunded
O00658,C0357,P01,1,129.99,2025-07-19,cancelled
O00659,C0003,P02,1,34.5,2025-08-30,refunded
O00660,C0223,P02,1,34.5,2025-07-16,completed
O00661,C0190,P02,3,34.5,2025-09-13,cancelled
O00662,C0197,P07,3,149.0,2025-12-02,refunded
O00663,C0147,P01,1,129.99,2025-11-24,completed
O00664,C0225,P01,1,129.99,2025-12-03,refunded
O00665,C0147,P04,1,59.99,2025-11-03,refunded
O00666,C0265,P04,3,59.99,2025-09-29,cancelled
O00667,C0019,P06,1,89.95,2025-12-02,completed
O00668,C0081,P02,2,34.5,2025-07-24,completed
O00669,C0343,P07,2,149.0,2025-10-28,completed
O00670,C0266,P01,3,129.99,2025-02-28,completed
O00671,C0282,P05,3,45.0,2025-10-14,refunded
O00672,C0179,P06,2,89.95,2025-06-15,refunded
O00673,C0100,P08,2,39.99,2025-10-22,completed
O00674,C0134,P03,2,79.0,2025-09-17,completed
O00675,C0287,P02,3,34.5,2025-08-15,completed
O00676,C0060,P05,3,45.0,2025-10-22,completed
O00677,C0356,P08,2,39.99,2025-10-16,completed
O00678,C0395,P04,2,59.99,2025-08-23,cancelled
O00679,C0236,P01,2,129.99,2025-07-07,completed
O00680,C0035,P07,3,149.0,2025-09-30,cancelled
O00681,C0360,P04,2,59.99,2025-07-31,completed
O00682,C0265,P01,3,129.99,2025-09-29,completed
O00683,C0148,P02,2,34.5,2025-12-11,cancelled
O00684,C0176,P02,3,34.5,2025-04-02,completed
O00685,C0161,P06,1,89.95,2025-10-21,completed
O00686,C0094,P04,2,59.99,2025-06-10,completed
O00687,C0377,P04,2,59.99,2025-04-16,completed
O00688,C0104,P04,3,59.99,2025-07-02,completed
O00689,C0399,P02,1,34.5,2025-03-28,cancelled
O00690,C0340,P08,3,39.99,2025-02-16,refunded
O00691,C0022,P08,2,39.99,2025-11-14,completed
O00692,C0253,P05,2,45.0,2025-04-04,refunded
O00693,C0144,P07,1,149.0,2025-10-23,completed
O00694,C0028,P07,2,149.0,2025-10-04,completed
O00695,C0258,P06,2,89.95,2025-08-18,completed
O00696,C0062,P08,2,39.99,2025-02-11,completed
O00697,C0346,P04,2,59.99,2025-10-25,completed
O00698,C0167,P06,3,89.95,2025-05-13,completed
O00699,C0281,P05,1,45.0,2025-05-18,completed
O00700,C0314,P06,2,89.95,2025-10-20,completed
O00701,C0218,P04,2,59.99,2025-07-10,completed
O00702,C0206,P05,2,45.0,2025-04-03,refunded
O00703,C0068,P04,1,59.99,2025-05-19,completed
O00704,C0285,P07,2,149.0,2025-04-11,completed
O00705,C0379,P03,2,79.0,2025-06-10,completed
O00706,C0216,P08,1,39.99,2025-11-19,refunded
O00707,C0274,P06,2,89.95,2025-06-03,completed
O00708,C0288,P01,2,129.99,2025-02-28,cancelled
O00709,C0084,P01,1,129.99,2025-05-11,completed
O00710,C0323,P02,2,34.5,2025-10-14,completed
O00711,C0185,P06,3,89.95,2025-10-13,completed
O00712,C0177,P01,2,129.99,2025-07-26,completed
O00713,C0348,P04,3,59.99,2025-10-22,cancelled
O00714,C0333,P03,2,79.0,2025-08-18,completed
O00715,C0345,P08,3,39.99,2025-08-17,completed
O00716,C0196,P05,2,45.0,2025-11-20,completed
O00717,C0086,P06,2,89.95,2025-11-20,refunded
O00718,C0293,P07,1,149.0,2025-08-09,completed
O00719,C0176,P04,2,59.99,2025-06-12,cancelled
O00720,C0150,P05,3,45.0,2025-11-27,completed
O00721,C0139,P08,2,39.99,2025-10-28,refunded
O00722,C0231,P07,1,149.0,2025-06-01,completed
O00723,C0065,P04,3,59.99,2025-05-09,cancelled
O00724,C0359,P02,1,34.5,2025-03-31,completed
O00725,C0053,P02,1,34.5,2025-08-31,refunded
O00726,C0028,P01,2,129.99,2025-09-26,completed
O00727,C0054,P05,3,45.0,2025-03-21,completed
O00728,C0336,P07,2,149.0,2025-04-28,completed
O00729,C0378,P05,2,45.0,2025-11-17,completed
O00730,C0068,P03,1,79.0,2025-03-22,cancelled
O00731,C0183,P06,2,89.95,2025-08-28,refunded
O00732,C0140,P08,1,39.99,2025-10-04,completed
O00733,C0303,P08,3,39.99,2025-11-22,refunded
O00734,C0223,P05,2,45.0,2025-09-04,refunded
O00735,C0117,P02,2,34.5,2025-10-05,completed
O00736,C0212,P05,1,45.0,2025-06-05,completed
O00737,C0001,P03,2,79.0,2025-05-27,completed
O00738,C0274,P01,3,129.99,2025-09-09,completed
O00739,C0154,P01,2,129.99,2025-05-30,refunded
O00740,C0119,P01,3,129.99,2025-07-14,completed
O00741,C0211,P07,2,149.0,2025-09-07,completed
O00742,C0367,P07,2,149.0,2025-09-12,completed
O00743,C0041,P07,3,149.0,2025-05-03,refunded
O00744,C0392,P05,2,45.0,2025-11-29,cancelled
O00745,C0273,P05,2,45.0,2025-04-07,completed
O00746,C0094,P03,2,79.0,2025-06-10,cancelled
O00747,C0234,P08,2,39.99,2025-11-15,completed
O00748,C0097,P06,1,89.95,2025-07-14,completed
O00749,C0274,P01,1,129.99,2025-02-22,completed
O00750,C0138,P03,3,79.0,2025-08-13,cancelled
O00751,C0005,P04,1,59.99,2025-08-18,completed
O00752,C0253,P04,2,59.99,2025-08-04,completed
O00753,C0256,P06,2,89.95,2025-03-31,completed
O00754,C0042,P03,1,79.0,2025-06-19,completed
O00755,C0037,P08,1,39.99,2025-10-04,completed
O00756,C0196,P01,1,129.99,2025-05-20,completed
O00757,C0395,P08,1,39.99,2025-03-20,completed
O00758,C0236,P02,3,34.5,2025-12-07,completed
O00759,C0243,P07,3,149.0,2025-06-09,completed
O00760,C0082,P01,3,129.99,2025-10-09,refunded
O00761,C0063,P05,2,45.0,2025-11-23,completed
O00762,C0102,P06,1,89.95,2025-12-08,completed
O00763,C0058,P04,3,59.99,2025-08-11,completed
O00764,C0008,P03,2,79.0,2025-10-27,completed
O00765,C0203,P04,1,59.99,2025-04-07,refunded
O00766,C0354,P08,3,39.99,2025-11-02,completed
O00767,C0191,P02,1,34.5,2025-10-09,completed
O00768,C0047,P06,3,89.95,2025-01-31,completed
O00769,C0183,P03,3,79.0,2025-10-02,completed
O00770,C0065,P08,1,39.99,2025-06-12,refunded
O00771,C0331,P06,2,89.95,2025-08-13,completed
O00772,C0353,P07,2,149.0,2025-03-10,completed
O00773,C0021,P08,3,39.99,2025-10-15,refunded
O00774,C0151,P08,1,39.99,2025-10-25,completed
O00775,C0279,P06,2,89.95,2025-08-28,completed
O00776,C0307,P03,1,79.0,2025-10-16,completed
O00777,C0231,P05,2,45.0,2025-10-05,completed
O00778,C0233,P01,3,129.99,2025-09-17,completed
O00779,C0376,P03,1,79.0,2025-11-14,completed
O00780,C0398,P04,2,59.99,2025-06-05,cancelled
O00781,C0276,P07,1,149.0,2025-09-26,cancelled
O00782,C0255,P03,3,79.0,2025-05-25,completed
O00783,C0210,P06,1,89.95,2025-02-19,refunded
O00784,C0338,P02,1,34.5,2025-09-22,completed
O00785,C0017,P04,1,59.99,2025-09-06,completed
O00786,C0051,P01,3,129.99,2025-11-25,completed
O00787,C0337,P08,3,39.99,2025-11-16,cancelled
O00788,C0303,P05,1,45.0,2025-09-19,completed
O00789,C0311,P02,1,34.5,2025-04-17,cancelled
O00790,C0252,P02,2,34.5,2025-11-24,completed
O00791,C0185,P07,2,149.0,2025-06-18,refunded
O00792,C0137,P01,3,129.99,2025-03-03,completed
O00793,C0040,P04,3,59.99,2025-10-11,completed
O00794,C0372,P04,3,59.99,2025-07-17,completed
O00795,C0099,P04,3,59.99,2025-11-17,completed
O00796,C0286,P07,3,149.0,2025-02-24,cancelled
O00797,C0296,P06,3,89.95,2025-08-23,cancelled
O00798,C0341,P07,1,149.0,2025-08-01,completed
O00799,C0282,P07,3,149.0,2025-06-22,cancelled
O00800,C0081,P08,2,39.99,2025-06-11,refunded
O00801,C0167,P06,2,89.95,2025-11-21,completed
O00802,C0372,P06,3,89.95,2025-06-30,refunded
O00803,C0280,P04,2,59.99,2025-10-09,cancelled
O00804,C0131,P06,2,89.95,2025-08-18,completed
O00805,C0001,P01,2,129.99,2025-11-02,completed
O00806,C0266,P03,2,79.0,2025-02-28,completed
O00807,C0114,P04,2,59.99,2025-05-20,cancelled
O00808,C0142,P03,1,79.0,2025-08-12,completed
O00809,C0183,P03,1,79.0,2025-08-12,completed
O00810,C0299,P04,1,59.99,2025-07-05,completed
O00811,C0048,P07,3,149.0,2025-06-23,cancelled
O00812,C0040,P06,2,89.95,2025-10-11,completed
O00813,C0354,P02,3,34.5,2025-11-25,completed
O00814,C0020,P07,1,149.0,2025-08-23,completed
O00815,C0179,P07,2,149.0,2025-06-15,completed
O00816,C0383,P01,3,129.99,2025-11-20,completed
O00817,C0028,P05,3,45.0,2025-08-21,completed
O00818,C0277,P03,2,79.0,2025-09-15,cancelled
O00819,C0114,P03,1,79.0,2025-12-11,cancelled
O00820,C0202,P08,3,39.99,2025-10-22,refunded
O00821,C0047,P04,2,59.99,2025-05-29,completed
O00822,C0076,P03,2,79.0,2025-08-07,completed
O00823,C0293,P01,3,129.99,2025-08-09,completed
O00824,C0044,P07,3,149.0,2025-10-20,cancelled
O00825,C0067,P03,2,79.0,2025-10-14,completed
O00826,C0250,P07,3,149.0,2025-10-20,completed
O00827,C0288,P04,1,59.99,2025-02-28,completed
O00828,C0398,P07,2,149.0,2025-10-22,completed
O00829,C0058,P07,2,149.0,2025-07-07,completed
O00830,C0098,P06,2,89.95,2025-11-01,cancelled
O00831,C0013,P05,1,45.0,2025-08-21,refunded
O00832,C0227,P03,2,79.0,2025-09-12,completed
O00833,C0103,P06,1,89.95,2025-06-08,completed
O00834,C0379,P01,1,129.99,2025-11-14,completed
O00835,C0148,P01,2,129.99,2025-05-04,completed
O00836,C0231,P08,1,39.99,2025-06-19,completed
O00837,C0379,P04,1,59.99,2025-10-07,refunded
O00838,C0385,P05,3,45.0,2025-10-05,refunded
O00839,C0374,P03,3,79.0,2025-12-09,completed
O00840,C0193,P01,2,129.99,2025-03-29,completed
O00841,C0146,P04,3,59.99,2025-11-13,completed
O00842,C0028,P08,3,39.99,2025-08-21,completed
O00843,C0199,P05,3,45.0,2025-12-04,completed
O00844,C0056,P01,2,129.99,2025-11-29,completed
O00845,C0119,P07,3,149.0,2025-07-14,completed
O00846,C0249,P02,1,34.5,2025-04-12,refunded
O00847,C0235,P01,1,129.99,2025-05-07,refunded
O00848,C0157,P06,2,89.95,2025-07-21,cancelled
O00849,C0081,P01,2,129.99,2025-06-30,completed
O00850,C0321,P05,1,45.0,2025-09-14,completed
O00851,C0032,P05,2,45.0,2025-06-15,refunded
O00852,C0144,P04,1,59.99,2025-10-19,completed
O00853,C0337,P03,1,79.0,2025-09-04,refunded
O00854,C0348,P04,2,59.99,2025-06-04,refunded
O00855,C0079,P07,2,149.0,2025-11-06,completed
O00856,C0230,P03,1,79.0,2025-12-01,completed
O00857,C0298,P04,1,59.99,2025-06-08,cancelled
O00858,C0362,P03,2,79.0,2025-06-11,cancelled
O00859,C0290,P03,2,79.0,2025-04-23,refunded
O00860,C0273,P02,1,34.5,2025-06-12,completed
O00861,C0373,P01,2,129.99,2025-07-31,completed
O00862,C0156,P08,3,39.99,2025-11-23,cancelled
O00863,C0141,P03,1,79.0,2025-09-25,completed
O00864,C0095,P01,3,129.99,2025-11-12,completed
O00865,C0311,P04,3,59.99,2025-04-29,completed
O00866,C0352,P01,2,129.99,2025-06-30,cancelled
O00867,C0400,P08,1,39.99,2025-09-15,refunded
O00868,C0241,P06,1,89.95,2025-07-18,completed
O00869,C0243,P03,1,79.0,2025-05-01,completed
O00870,C0017,P07,1,149.0,2025-06-16,completed
O00871,C0114,P04,1,59.99,2025-05-20,completed
O00872,C0225,P08,3,39.99,2025-06-16,completed
O00873,C0127,P07,2,149.0,2025-07-14,refunded
O00874,C0377,P07,3,149.0,2025-06-10,completed
O00875,C0314,P01,3,129.99,2025-10-20,completed
O00876,C0234,P01,1,129.99,2025-09-23,refunded
O00877,C0203,P01,3,129.99,2025-07-18,refunded
O00878,C0392,P01,1,129.99,2025-06-12,completed
O00879,C0204,P05,2,45.0,2025-08-25,completed
O00880,C0217,P05,3,45.0,2025-03-31,cancelled
O00881,C0265,P03,2,79.0,2025-11-27,completed
O00882,C0047,P02,1,34.5,2025-10-27,cancelled
O00883,C0280,P03,2,79.0,2025-07-31,completed
O00884,C0231,P01,1,129.99,2025-08-21,refunded
O00885,C0365,P04,2,59.99,2025-03-05,completed
O00886,C0166,P03,3,79.0,2025-06-02,completed
O00887,C0059,P08,3,39.99,2025-09-18,completed
O00888,C0269,P07,3,149.0,2025-09-19,refunded
O00889,C0082,P07,3,149.0,2025-07-14,completed
O00890,C0394,P03,2,79.0,2025-10-17,cancelled
O00891,C0077,P03,1,79.0,2025-04-02,cancelled
O00892,C0027,P07,2,149.0,2025-06-24,cancelled
O00893,C0394,P08,2,39.99,2025-11-17,completed
O00894,C0061,P03,1,79.0,2025-05-07,refunded
O00895,C0392,P05,1,45.0,2025-08-23,completed
O00896,C0256,P01,3,129.99,2025-09-10,completed
O00897,C0112,P08,2,39.99,2025-07-29,completed
O00898,C0041,P01,1,129.99,2025-10-08,completed
O00899,C0318,P04,1,59.99,2025-07-10,completed
O00900,C0029,P06,1,89.95,2025-04-02,completed
O00901,C0342,P05,2,45.0,2025-07-17,completed
O00902,C0056,P07,1,149.0,2025-04-08,cancelled
O00903,C0146,P03,2,79.0,2025-10-24,completed
O00904,C0019,P02,2,34.5,2025-06-15,completed
O00905,C0195,P02,2,34.5,2025-10-09,completed
O00906,C0150,P08,1,39.99,2025-05-31,cancelled
O00907,C0141,P06,3,89.95,2025-09-25,refunded
O00908,C0108,P04,3,59.99,2025-10-13,completed
O00909,C0293,P02,2,34.5,2025-11-06,cancelled
O00910,C0148,P07,3,149.0,2025-06-12,completed
O00911,C0270,P06,1,89.95,2025-11-11,refunded
O00912,C0255,P08,2,39.99,2025-04-03,refunded
O00913,C0120,P05,1,45.0,2025-07-19,completed
O00914,C0013,P08,3,39.99,2025-08-21,cancelled
O00915,C0107,P07,2,149.0,2025-08-06,completed
O00916,C0180,P04,1,59.99,2025-11-24,completed
O00917,C0354,P05,2,45.0,2025-10-06,completed
O00918,C0154,P06,1,89.95,2025-04-09,cancelled
O00919,C0171,P06,2,89.95,2025-10-19,refunded
O00920,C0015,P03,1,79.0,2025-06-19,completed
O00921,C0345,P08,2,39.99,2025-03-13,cancelled
O00922,C0070,P08,1,39.99,2025-11-18,completed
O00923,C0275,P06,2,89.95,2025-07-31,cancelled
O00924,C0029,P05,3,45.0,2025-12-14,completed
O00925,C0285,P01,1,129.99,2025-10-23,cancelled
O00926,C0170,P06,1,89.95,2025-03-18,completed
O00927,C0016,P06,2,89.95,2025-11-17,refunded
O00928,C0085,P07,1,149.0,2025-11-01,completed
O00929,C0385,P05,3,45.0,2025-10-05,cancelled
O00930,C0017,P05,2,45.0,2025-06-16,completed
O00931,C0122,P06,2,89.95,2025-07-19,completed
O00932,C0269,P05,1,45.0,2025-08-07,completed
O00933,C0020,P04,1,59.99,2025-08-23,refunded
O00934,C0013,P08,3,39.99,2025-08-21,completed
O00935,C0175,P08,3,39.99,2025-09-26,completed
O00936,C0398,P06,1,89.95,2025-06-05,refunded
O00937,C0347,P03,1,79.0,2025-09-28,completed
O00938,C0199,P02,1,34.5,2025-06-24,completed
O00939,C0352,P02,2,34.5,2025-08-28,completed
O00940,C0053,P05,1,45.0,2025-10-23,completed
O00941,C0328,P04,2,59.99,2025-09-17,completed
O00942,C0147,P05,3,45.0,2025-06-13,completed
O00943,C0344,P02,2,34.5,2025-03-18,completed
O00944,C0141,P02,1,34.5,2025-11-15,refunded
O00945,C0264,P02,1,34.5,2025-10-27,completed
O00946,C0282,P06,2,89.95,2025-03-14,cancelled
O00947,C0146,P04,1,59.99,2025-04-19,completed
O00948,C0314,P06,3,89.95,2025-10-20,completed
O00949,C0067,P01,2,129.99,2025-12-12,completed
O00950,C0055,P07,1,149.0,2025-08-05,completed
O00951,C0201,P03,3,79.0,2025-11-02,refunded
O00952,C0323,P08,3,39.99,2025-10-14,completed
O00953,C0171,P04,3,59.99,2025-12-10,refunded
O00954,C0041,P08,3,39.99,2025-03-09,completed
O00955,C0358,P08,1,39.99,2025-08-22,completed
O00956,C0351,P08,2,39.99,2025-04-29,completed
O00957,C0074,P05,2,45.0,2025-08-05,completed
O00958,C0359,P06,2,89.95,2025-08-21,completed
O00959,C0016,P02,2,34.5,2025-08-25,completed
O00960,C0246,P08,1,39.99,2025-05-25,completed
O00961,C0310,P03,3,79.0,2025-09-17,completed
O00962,C0366,P02,2,34.5,2025-10-12,cancelled
O00963,C0037,P05,3,45.0,2025-10-04,completed
O00964,C0303,P07,1,149.0,2025-11-14,completed
O00965,C0281,P03,2,79.0,2025-07-16,completed
O00966,C0175,P04,3,59.99,2025-10-30,completed
O00967,C0223,P06,3,89.95,2025-07-16,completed
O00968,C0340,P02,3,34.5,2025-10-21,completed
O00969,C0059,P08,2,39.99,2025-10-12,completed
O00970,C0228,P03,2,79.0,2025-07-27,completed
O00971,C0307,P02,3,34.5,2025-11-02,completed
O00972,C0168,P08,3,39.99,2025-12-05,completed
O00973,C0047,P04,1,59.99,2025-10-25,cancelled
O00974,C0001,P03,3,79.0,2025-05-21,completed
O00975,C0273,P05,2,45.0,2025-11-12,refunded
O00976,C0229,P04,1,59.99,2025-12-15,completed
O00977,C0154,P05,2,45.0,2025-06-26,completed
O00978,C0299,P01,3,129.99,2025-09-19,completed
O00979,C0066,P05,1,45.0,2025-10-03,refunded
O00980,C0028,P01,3,129.99,2025-10-14,completed
O00981,C0057,P05,1,45.0,2025-10-05,completed
O00982,C0360,P07,3,149.0,2025-06-12,cancelled
O00983,C0196,P07,2,149.0,2025-08-11,refunded
O00984,C0109,P03,2,79.0,2025-08-26,completed
O00985,C0285,P07,2,149.0,2025-08-02,completed
O00986,C0148,P03,1,79.0,2025-05-04,completed
O00987,C0332,P01,1,129.99,2025-09-07,cancelled
O00988,C0224,P03,1,79.0,2025-10-20,cancelled
O00989,C0213,P08,3,39.99,2025-11-06,completed
O00990,C0320,P03,2,79.0,2025-10-13,completed
O00991,C0283,P08,2,39.99,2025-08-03,completed
O00992,C0096,P07,3,149.0,2025-06-01,refunded
O00993,C0256,P04,3,59.99,2025-09-14,completed
O00994,C0211,P06,1,89.95,2025-09-07,refunded
O00995,C0248,P06,1,89.95,2025-10-25,completed
O00996,C0354,P02,1,34.5,2025-10-06,completed
O00997,C0239,P02,3,34.5,2025-11-09,completed
O00998,C0126,P08,3,39.99,2025-12-06,cancelled
O00999,C0040,P05,3,45.0,2025-10-11,completed
O01000,C0274,P01,2,129.99,2025-08-21,refunded
O01001,C0241,P06,2,89.95,2025-06-30,completed
O01002,C0149,P03,1,79.0,2025-11-02,cancelled
O01003,C0156,P05,1,45.0,2025-11-19,completed
O01004,C0297,P03,3,79.0,2025-07-27,cancelled
O01005,C0150,P01,2,129.99,2025-09-06,completed
O01006,C0065,P02,2,34.5,2025-05-10,completed
O01007,C0316,P05,2,45.0,2025-05-12,completed
O01008,C0380,P02,3,34.5,2025-04-06,refunded
O01009,C0379,P03,3,79.0,2025-08-17,completed
O01010,C0090,P05,3,45.0,2025-08-11,completed
O01011,C0093,P01,2,129.99,2025-08-09,completed
O01012,C0305,P03,2,79.0,2025-07-31,completed
O01013,C0122,P08,3,39.99,2025-11-23,completed
